"lambda","borne_a","pp_age_class","time_t","censoring_rate","pct_cancer","n_deaths_cancer","n_deaths_other","absolute_bias","bias","rmse","estimate_sd","estimation_error_sd","mean_se","ecr","mean_n_patients","mean_n_at_risk","sd_n_at_risk","med_n_at_risk","iqr_n_at_risk","mean_cum_cancer","sd_cum_cancer","med_cum_cancer","iqr_cum_cancer","mean_cum_other","sd_cum_other","med_cum_other","iqr_cum_other","mean_cum_total_deaths","sd_cum_total_deaths","med_cum_total_deaths","iqr_cum_total_deaths","mean_cum_censored","sd_cum_censored","med_cum_censored","iqr_cum_censored","se_calibration_ratio"
0.07,Inf,"<65",7,0.615171852439451,0.833777214784024,296.37,59.118,0.00162062092514064,0.00162062092514064,0.0173090786709475,0.0172496294604587,0.0172416666050985,0.0174330116365317,0.955,923.732,568.244,19.8155272228401,568,26,296.37,15.5074685742574,296,21,59.118,7.94664867885986,59,11,355.488,17.1818238575266,355,23,0,0,0,0,1.01109782689897
0.07,Inf,">=65",1,0.379419891553182,0.59829814075951,399.598,268.303,0.00232303674084239,0.00232303674084239,0.010874606741875,0.010614261438647,0.0106289014313224,0.0105653580742802,0.946,1076.268,944.386,22.6996537039286,945,30,83.706,8.92486510918889,84,11,48.176,6.74139974118658,48,8,131.882,11.0350282214341,132,15,0,0,0,0,0.99402164396267
0.07,Inf,">=65",4,0.379419891553182,0.59829814075951,399.598,268.303,0.00798957857313731,0.00798957857313731,0.0213209397327863,0.0197499045528664,0.0197772658767163,0.0193953707541569,0.919,1076.268,629.319,21.2804628027,629,30,275.646,15.3872496389527,276,21,171.303,12.2284392187117,171,17,446.949,18.5939811534576,447,26,0,0,0,0,0.980690196261704
0.07,Inf,">=65",7,0.379419891553182,0.59829814075951,399.598,268.303,0.0129813888325143,0.0129813888325143,0.0278497921811485,0.0246252971174577,0.0246516159852233,0.024968712028604,0.918,1076.268,408.367,18.2596748800938,408,24,399.598,17.3895023157878,400,24,268.303,15.022878481765,268,20,667.901,20.8197661288897,668,27.25,0,0,0,0,1.01286309358262
0.07,Inf,"Overall",1,0.4883055,0.680076013324968,695.968,327.421,0.00157122855773518,0.00157122855773518,0.00719665616233378,0.00700577916422904,0.00702655486077108,0.00683625276468111,0.942,2000,1808.41,13.4353417674583,1809,19,134.934,11.4060397045487,134,15,56.656,7.27781771073106,56,9,191.59,13.4353417674583,191,19,0,0,0,0,0.9729167280608
0.07,Inf,"Overall",4,0.4883055,0.680076013324968,695.968,327.421,0.00477336085124481,0.00477336085124481,0.0135978940634008,0.0127104339673181,0.0127389178964482,0.0125298520418365,0.927,2000,1332.51,21.393447117741,1332,28.25,462.479,18.9877880516688,463,25,205.011,13.2878683936306,205,17,667.49,21.393447117741,668,28.25,0,0,0,0,0.983588413371439
0.07,Inf,"Overall",7,0.4883055,0.680076013324968,695.968,327.421,0.00770844647892692,0.00770844647892692,0.0174523634915912,0.0156462542724422,0.0156655754627375,0.0158697217948341,0.92,2000,976.611,22.4140149698145,977,29,695.968,20.5429547287869,697,27,327.421,16.4418397113308,328,22.25,1023.389,22.4140149698145,1023,29,0,0,0,0,1.01303152460515
0.1,Inf,"<65",1,0.517509334640682,0.878445956188414,391.492,54.199,0.000402706610984685,0.000402706610984685,0.00928141842438279,0.00927651722353197,0.00927731771461555,0.00938416762518106,0.954,923.732,842.648,21.6692790293921,843,31,72.699,8.47586215315228,73,11.25,8.385,2.86757702564343,8,4,81.084,8.82671257348141,81,12,0,0,0,0,1.0115173279446
0.1,Inf,"<65",4,0.517509334640682,0.878445956188414,391.492,54.199,0.0008114756782493,0.0008114756782493,0.0159736108960099,0.0159614126859197,0.0159609681656697,0.0158896441880932,0.946,923.732,636.958,20.4992794131027,637,28,254.687,14.9237981342134,254,21,32.087,5.58682769052739,32,8,286.774,15.9647046886498,287,22,0,0,0,0,0.995531350176493
0.1,Inf,"<65",7,0.517509334640682,0.878445956188414,391.492,54.199,0.00104130339673278,0.00104130339673278,0.0181733297721069,0.0181605492692084,0.0181525512630886,0.017894382565432,0.951,923.732,478.041,19.2920580162538,478,26,391.492,17.4273247415559,392,23,54.199,7.5224987196401,54,10,445.691,18.8017825225702,446,25.25,0,0,0,0,0.985777828476292
0.1,Inf,">=65",1,0.298560946322069,0.683923860833385,516.302,238.626,0.00216195589179397,0.00216195589179397,0.0120851824724611,0.0118794034658869,0.0118961801102637,0.0115943700342285,0.935,1076.268,911.411,22.7989445122109,912,31,117.62,10.6595133671864,118,15,47.237,6.68607018618071,47,8,164.857,12.4456999179012,164,18,0,0,0,0,0.974629664880843
0.1,Inf,">=65",4,0.298560946322069,0.683923860833385,516.302,238.626,0.00700005712633695,0.00700005712633695,0.0211654136468552,0.0199303525143023,0.0199843265680603,0.019530262048641,0.927,1076.268,547.524,20.3571077473161,548,28,369.213,17.0824307532751,369,23,159.531,11.9110415964311,159,16,528.744,19.6609006664246,529,27,0,0,0,0,0.977278968201759
0.1,Inf,">=65",7,0.298560946322069,0.683923860833385,516.302,238.626,0.00985525347501118,0.00985525347501118,0.0239932339786824,0.0219003969070096,0.0218867147827869,0.0230796775595418,0.938,1076.268,321.34,16.2407562065983,321,21,516.302,18.802934514228,517,25,238.626,14.3747263193689,238,19.25,754.928,21.1492341730405,755,28,0,0,0,0,1.05450625133075
0.1,Inf,"Overall",1,0.3996905,0.756114281561372,907.794,292.825,0.00134180956358808,0.00134180956358808,0.007910501875663,0.00777020575765882,0.00779977073018014,0.00761977868447087,0.944,2000,1754.059,14.8976326461105,1755,21,190.319,13.1446575086999,190,17,55.622,7.2136781986136,55,10,245.941,14.8976326461105,245,21,0,0,0,0,0.9769234184009
0.1,Inf,"Overall",4,0.3996905,0.756114281561372,907.794,292.825,0.00411771493134428,0.00411771493134428,0.0136096333336727,0.0129448339416052,0.0129782501979041,0.0129411297199889,0.925,2000,1184.482,21.8782616844743,1184,29,623.9,20.0134089184361,624,27,191.618,12.9912604796012,192,17,815.518,21.8782616844743,816,29,0,0,0,0,0.997139793319658
0.1,Inf,"Overall",7,0.3996905,0.756114281561372,907.794,292.825,0.00574829173446143,0.00574829173446143,0.0157718452960866,0.0147267630768391,0.0146943584531466,0.0151708994824605,0.937,2000,799.381,21.8937245386475,799,31,907.794,21.5648465472539,907,30,292.825,15.6905885667036,293,21,1200.619,21.8937245386475,1201,31,0,0,0,0,1.0324302031173
0.3,10.5,"<65",1,0.364569966669147,0.959322553589799,563.186,23.883,1.75782894700031e-05,-1.75782894700031e-05,0.0144381327443803,0.0144400228141107,0.0144453465235096,0.0142633391566287,0.945,923.891,645.871,20.9383087132598,646,28,192.59,13.3062750969968,192,17,7.314,2.6427993469782,7,4,199.904,13.5759747749873,199,18,78.116,8.30165414007723,78,12,0.987400276858384
0.3,10.5,"<65",4,0.364569966669147,0.959322553589799,563.186,23.883,0.000472750247734255,0.000472750247734255,0.0183488664973936,0.0183811256862142,0.0183519536601852,0.018816076184248,0.955,923.891,204.608,13.3875151376781,204,18,479.682,19.046039683557,480,27,19.617,4.33371573734274,19,5,499.299,19.251603133849,500,27,219.984,13.7732147825207,220,19,1.02529008805584
0.3,10.5,"<65",7,0.364569966669147,0.959322553589799,563.186,23.883,0.000646818721523296,0.000646818721523296,0.0182660644644133,0.0182549437031337,0.0182637427944124,0.0183042276732806,0.955,923.891,50.747,6.83576760274358,50,9,563.186,19.7576762239331,563,27,23.883,4.82167601146734,23,6,587.069,20.0697043334483,587,28,286.075,15.1836727743626,286,20,1.00221668030063
0.3,10.5,">=65",1,0.244315521667522,0.877331325423047,713.417,99.769,0.00206262854444042,0.00206262854444042,0.015584759171162,0.0154788212560504,0.0154553922972483,0.0155062606192355,0.945,1076.109,651.807,21.0801357472651,652,28,300.193,15.5986880881076,301,20.25,39.91,6.12269445484481,40,8,340.103,16.6077755647531,341,23,84.199,9.12088754396137,84,12.25,1.00329129930893
0.3,10.5,">=65",4,0.244315521667522,0.877331325423047,713.417,99.769,0.00270356549337676,0.00270356549337676,0.0173861554796377,0.017293419146072,0.0171832593062418,0.0176674157337223,0.947,1076.109,134.892,11.3093871734165,134.5,16,647.834,20.2939964100295,648,28,89.074,9.26468339223518,89,13,736.908,21.4655609362138,738,28.25,204.309,13.6501958537908,204,18,1.0281760531487
0.3,10.5,">=65",7,0.244315521667522,0.877331325423047,713.417,99.769,0.00207989933105232,0.00207989933105232,0.0161057562872615,0.0159965030936234,0.0159788838498325,0.0158734610217237,0.943,1076.109,22.126,4.65314686806421,22,6,713.417,20.4252858805771,714,28.25,99.769,9.89259836961465,99,13,813.186,21.4237340438211,814,28,240.797,14.5954382537085,240,20.25,0.993402365953745
0.3,10.5,"Overall",1,0.2998725,0.911698807823184,1276.603,123.652,0.00108417729504787,0.00108417729504787,0.0106041273072346,0.0105679900059912,0.0105538362219593,0.0106906972135118,0.945,2000,1297.678,21.0519238906923,1298,28,492.783,18.8071693941598,493,25,47.224,6.73001613052429,47,9.25,540.007,19.6134045141744,540,26.25,162.315,11.9578746341382,162,16,1.01296789041199
0.3,10.5,"Overall",4,0.2998725,0.911698807823184,1276.603,123.652,0.00164947402243868,0.00164947402243868,0.0126092610870857,0.0126312243096109,0.012507163137232,0.0130912511003267,0.949,2000,339.5,16.4838016160022,339,22,1127.516,21.5448816642358,1128,30,108.691,10.1465497323707,108,14,1236.207,21.495027033879,1236,30,424.293,18.0244842653828,425,24,1.04670027540905
0.3,10.5,"Overall",7,0.2998725,0.911698807823184,1276.603,123.652,0.00132548053964181,0.00132548053964181,0.0121589229672465,0.0121090274109977,0.0120925075067277,0.012383121476937,0.954,2000,72.873,8.32611525233678,73,11,1276.603,20.5909051859401,1276,29,123.652,10.8752548092984,124,15,1400.255,19.9407022596148,1400,27,526.872,19.3261769917673,526,27,1.02403256479664
