"lambda","borne_a","pp_age_class","time_t","censoring_rate","pct_cancer","n_deaths_cancer","n_deaths_other","absolute_bias","bias","rmse","estimate_sd","estimation_error_sd","mean_se","ecr","mean_n_patients","mean_n_at_risk","sd_n_at_risk","med_n_at_risk","iqr_n_at_risk","mean_cum_cancer","sd_cum_cancer","med_cum_cancer","iqr_cum_cancer","mean_cum_other","sd_cum_other","med_cum_other","iqr_cum_other","mean_cum_total_deaths","sd_cum_total_deaths","med_cum_total_deaths","iqr_cum_total_deaths","mean_cum_censored","sd_cum_censored","med_cum_censored","iqr_cum_censored","se_calibration_ratio"
0.004,Inf,"Overall",7,0.7622225,0.104150355872888,49.541,426.014,0.0138886289951893,0.0138886289951893,0.0202603043277587,0.0147507786150536,0.0147581746773506,0.0152525222074342,0.848,2000,1524.445,18.4032511979447,1525,25,49.541,7.21251269249069,49,9,426.014,17.5456448628614,426,23,475.555,18.4032511979447,475,25,0,0,0,0,1.03349652249626
0.005,Inf,"<65",1,0.894650871614633,0.259361474697051,25.244,72.083,0.000211842371298108,0.000211842371298108,0.00388797179305543,0.00388390231211265,0.00388413877292312,0.00380979747780982,0.925,923.732,911.146,22.1237461598199,911,30,3.854,2.00067155892382,4,3,8.732,2.92826753401235,9,4,12.586,3.59381684557234,12,5,0,0,0,0,0.980860288609781
0.005,Inf,"<65",4,0.894650871614633,0.259361474697051,25.244,72.083,0.00133757947354528,0.00133757947354528,0.00800751370298337,0.0078993794162327,0.00789895881783305,0.00794686314714618,0.944,923.732,871.205,21.9004704425637,871,30,14.831,3.87859284824825,15,5,37.696,5.97622784867673,37,8,52.527,7.17347403492406,52,11,0,0,0,0,1.00606463844386
0.005,Inf,"<65",7,0.894650871614633,0.259361474697051,25.244,72.083,0.00262912387531041,0.00262912387531041,0.0117806193639616,0.0114898042833927,0.0114892429232639,0.0110129900103794,0.924,923.732,826.405,21.8153359791658,826,29.25,25.244,4.99513917878325,25,6,72.083,8.55928573961475,72,12,97.327,10.128013015772,97,13,0,0,0,0,0.958547929044116
0.005,Inf,">=65",1,0.639052745290747,0.0935096402809218,36.334,352.136,0.00247013593747349,0.00247013593747349,0.0075698081001478,0.00715872966981451,0.00715902750366721,0.00721665720656641,0.926,1076.268,1019.875,22.6979420118118,1020,30,6.277,2.46867684506607,6,3,50.116,6.8648138845616,50,9,56.393,7.29601142973219,56,9.25,0,0,0,0,1.00804993455741
0.005,Inf,">=65",4,0.639052745290747,0.0935096402809218,36.334,352.136,0.0115081051267205,0.0115081051267205,0.0200680555488974,0.0164449823301724,0.0164487364510719,0.01654987340101,0.882,1076.268,852.365,22.1138598575146,853,30,22.861,4.91445122377167,23,6,201.042,13.1641000273292,201,19,223.903,13.8801386610239,224,20,0,0,0,0,1.00614861513764
0.005,Inf,">=65",7,0.639052745290747,0.0935096402809218,36.334,352.136,0.0232415798084275,0.0232415798084275,0.0348355750973026,0.0259586017081417,0.0259619005592609,0.0268387685838711,0.854,1076.268,687.798,21.1125776952256,688,28,36.334,6.20491296836184,36,8,352.136,16.3958631467919,352,22,388.47,17.0962388080356,388,23,0,0,0,0,1.03377518616592
0.005,Inf,"Overall",1,0.7571015,0.126713272476701,61.578,424.219,0.00143690841120888,0.00143690841120888,0.00449251702381157,0.00425702426932424,0.00425865466627673,0.00427137210759627,0.922,2000,1931.021,8.07575239694586,1931,10,10.131,3.25521664953893,10,4,58.848,7.40700747669123,59,10,68.979,8.07575239694586,69,10,0,0,0,0,1.00298625794203
0.005,Inf,"Overall",4,0.7571015,0.126713272476701,61.578,424.219,0.00685585581226979,0.00685585581226979,0.0118470880445022,0.00966185233360275,0.00966665300897628,0.00963292864049088,0.865,2000,1723.57,15.3573092352452,1723,21,37.692,6.24084001429968,37,9,238.738,14.2953038341867,239,19,276.43,15.3573092352452,277,21,0,0,0,0,0.996511267296541
0.005,Inf,"Overall",7,0.7571015,0.126713272476701,61.578,424.219,0.0138212384878107,0.0138212384878107,0.0203348586498966,0.0149145220850821,0.014923221687017,0.0153041475949125,0.845,2000,1514.203,18.7736581741876,1514,25.25,61.578,8.07843903097481,61,11,424.219,17.5165598468669,424,23,485.797,18.7736581741876,486,25.25,0,0,0,0,1.02552571528351
0.007,Inf,"<65",1,0.884630596476521,0.328062471529691,34.956,71.625,0.000172147794095812,0.000172147794095812,0.00412202473229694,0.00412021187744197,0.004120489226065,0.00403749651315808,0.931,923.732,909.604,22.0615932765043,910,30,5.403,2.41752671866009,5,3,8.725,2.92949773117457,9,4,14.128,3.81761577299107,14,6,0,0,0,0,0.979858529326584
0.007,Inf,"<65",4,0.884630596476521,0.328062471529691,34.956,71.625,0.00125881588899318,0.00125881588899318,0.00845817609332307,0.00837028540095558,0.00836816297252957,0.00834699145569589,0.942,923.732,865.406,21.9553000252604,865,30,20.772,4.48130540111898,20,7,37.554,5.95790068569295,37,8,58.326,7.60746985518823,58,10,0,0,0,0,0.99746999229064
0.007,Inf,"<65",7,0.884630596476521,0.328062471529691,34.956,71.625,0.00287736435969369,0.00287736435969369,0.0121569169361893,0.0118173108336952,0.0118174047400333,0.0114597714716463,0.92,923.732,817.151,21.8170158633389,816,29,34.956,5.79945667262871,35,8,71.625,8.52062063326234,71,11,106.581,10.441765629886,106,13,0,0,0,0,0.969736733550692
0.007,Inf,">=65",1,0.628886322600021,0.12609473197681,50.378,349.035,0.00251935810080903,0.00251935810080903,0.00769656290664965,0.00727592005730646,0.00727618431556659,0.00735494721106912,0.929,1076.268,1017.513,22.5972225166162,1018,31,8.712,2.91917412594343,8.5,4,50.043,6.85727155457425,50,8,58.755,7.44959538978269,58,10,0,0,0,0,1.01082475265697
0.007,Inf,">=65",4,0.628886322600021,0.12609473197681,50.378,349.035,0.0112939884751331,0.0112939884751331,0.0202415870667258,0.016800388717771,0.016806252450348,0.0167281165608745,0.889,1076.268,844.35,22.1187417982746,845,30.25,31.906,5.80214002147732,32,8,200.012,13.1627167831384,200,18,231.918,14.2169405076267,232,20.25,0,0,0,0,0.995350784494976
0.007,Inf,">=65",7,0.628886322600021,0.12609473197681,50.378,349.035,0.0229000916012601,0.0229000916012601,0.034768076234103,0.0261699455283285,0.0261742243379624,0.0268829603259834,0.858,1076.268,676.855,21.0502039440497,677,29,50.378,7.21312312006007,50,10,349.035,16.3165561625303,349,22,399.413,17.3922085981028,399,23,0,0,0,0,1.02707763098802
0.007,Inf,"Overall",1,0.747003,0.168602900293761,85.334,420.66,0.00144194005617812,0.00144194005617812,0.00459746047942232,0.00436562348960287,0.00436766851563871,0.00438330900986427,0.93,2000,1927.117,8.29542796515798,1927,11,14.115,3.8546898232716,14,6,58.768,7.40168635926712,58,10,72.883,8.29542796515798,73,11,0,0,0,0,1.00358097098476
0.007,Inf,"Overall",4,0.747003,0.168602900293761,85.334,420.66,0.00669799800540958,0.00669799800540958,0.0120214636492562,0.00998151059454481,0.00998760047023666,0.00979657283824268,0.877,2000,1709.756,15.9279679860353,1709,22,52.678,7.45680359939297,52,9,237.566,14.2918123378353,238,19.25,290.244,15.9279679860353,291,22,0,0,0,0,0.980873520865873
0.007,Inf,"Overall",7,0.747003,0.168602900293761,85.334,420.66,0.0137405177529794,0.0137405177529794,0.0203596292505332,0.015020837231155,0.015031254562176,0.0154064839582595,0.842,2000,1494.006,19.0383934307605,1494,25,85.334,9.32906616309883,85,12,420.66,17.4294057323876,421,24,505.994,19.0383934307605,506,25,0,0,0,0,1.02496327864926
0.01,Inf,"<65",1,0.869567413176267,0.41099146171486,49.519,70.979,0.00016239992598191,0.00016239992598191,0.00440566736192662,0.00440422455868129,0.00440487617329802,0.00434910366732871,0.932,923.732,907.344,22.0556595030871,908,29,7.678,2.89459750132807,7,4,8.71,2.92651062948086,9,4,16.388,4.08241621128005,16,5,0,0,0,0,0.987338462246137
0.01,Inf,"<65",4,0.869567413176267,0.41099146171486,49.519,70.979,0.00147999578705054,0.00147999578705054,0.00914558869877583,0.00902943780081595,0.00902955912852584,0.00888073130918066,0.935,923.732,857.082,21.9417573753042,856,31,29.292,5.40554862673124,29,7,37.358,5.94804297355149,37,8,66.65,8.20724429140859,67,11,0,0,0,0,0.983517709200773
0.01,Inf,"<65",7,0.869567413176267,0.41099146171486,49.519,70.979,0.00295999922841189,0.00295999922841189,0.0128152645113353,0.012473823814393,0.0124749763165061,0.0120797527088688,0.926,923.732,803.234,21.6786348095817,803,29,49.519,7.07528788804376,49,9,70.979,8.48248262665545,71,12,120.498,11.1050131615103,120,15,0,0,0,0,0.968318688740564
0.01,Inf,">=65",1,0.614063499533202,0.170812905167553,70.955,344.409,0.00247303282499127,0.00247303282499127,0.00783209342093157,0.00743456020124348,0.00743512455025422,0.00756295354322216,0.929,1076.268,1013.865,22.5509050443284,1015,30,12.444,3.46971222191451,12,5,49.959,6.83769501170336,50,9,62.403,7.63025633984939,62,10.25,0,0,0,0,1.01719258259952
0.01,Inf,">=65",4,0.614063499533202,0.170812905167553,70.955,344.409,0.0112125815600236,0.0112125815600236,0.0203524757888486,0.0169867821432248,0.0169938246304667,0.0169738124449642,0.88,1076.268,832.64,22.0678814432059,833,30.25,45.227,6.87377041511569,45,9.25,198.401,13.1038891521148,198,19,243.628,14.4957145992097,243,20,0,0,0,0,0.998822384840514
0.01,Inf,">=65",7,0.614063499533202,0.170812905167553,70.955,344.409,0.0225532562597384,0.0225532562597384,0.0345714870651623,0.0262052692601058,0.0262149876130966,0.0269289963778264,0.857,1076.268,660.904,20.9956090552191,661,28,70.955,8.31071856358059,71,11,344.409,16.3494043323303,344,22,415.364,17.6020833237812,415,23,0,0,0,0,1.02723666229669
0.01,Inf,"Overall",1,0.732069,0.224797515864769,120.474,415.388,0.00141056757080473,0.00141056757080473,0.00472764593336864,0.00451182278892557,0.00451456714602929,0.00454701766577154,0.925,2000,1921.209,8.5925054640745,1921,12,20.122,4.54992503430747,20,6,58.669,7.38213620403572,58,9,78.791,8.5925054640745,79,12,0,0,0,0,1.00718795815692
0.01,Inf,"Overall",4,0.732069,0.224797515864769,120.474,415.388,0.00674908193364957,0.00674908193364957,0.012229307346275,0.0101956109304438,0.0102034288934517,0.0100223804078889,0.879,2000,1689.722,16.4027365328401,1690,22,74.519,8.80915661344718,74,11,235.759,14.219251249841,236,18.25,310.278,16.4027365328401,310,22,0,0,0,0,0.982256113366074
0.01,Inf,"Overall",7,0.732069,0.224797515864769,120.474,415.388,0.0135793148358483,0.0135793148358483,0.0203334778730234,0.0151225926889912,0.0151420544449707,0.0155434872597056,0.853,2000,1464.138,19.3006598714,1464,25,120.474,10.8937595896916,120,14,415.388,17.5338784327054,416,24,535.862,19.3006598714,536,25,0,0,0,0,1.02651111949133
0.014,Inf,"<65",1,0.849588168263219,0.495814025034252,68.892,70.067,0.000191269852936777,0.000191269852936777,0.00473828928303504,0.00473623119670623,0.00473679621806699,0.004724721650156,0.926,923.732,904.377,21.9761193303281,905,30,10.666,3.33249899468095,10,5,8.689,2.92109770665273,8,4,19.355,4.40367657388316,19,6,0,0,0,0,0.997450899858234
0.014,Inf,"<65",4,0.849588168263219,0.495814025034252,68.892,70.067,0.00184398343072398,0.00184398343072398,0.00989580737913108,0.0097268794986017,0.00972735062297143,0.00951984962752781,0.921,923.732,846.183,22.0027187099829,845,31,40.477,6.3567191914445,40,9,37.072,5.96526616341638,37,8,77.549,8.8498541750087,77,12,0,0,0,0,0.978668292787391
0.014,Inf,"<65",7,0.849588168263219,0.495814025034252,68.892,70.067,0.00273413087220236,0.00273413087220236,0.0133571906323878,0.0130848211878274,0.0130809089953169,0.0128210260092818,0.934,923.732,784.773,21.3559253263947,784,29.25,68.892,8.31501506165055,68,11,70.067,8.40411447685835,70,12,138.959,11.8164693520505,138,16,0,0,0,0,0.980132650863317
0.014,Inf,">=65",1,0.594662279075014,0.224355284932729,97.878,338.365,0.00248524954569858,0.00248524954569858,0.00830737994848019,0.00792959937241903,0.00793088868282207,0.00782306593068842,0.929,1076.268,1009.098,22.6035244003079,1009,30,17.317,4.19691852733945,17,6,49.853,6.82729836780282,50,9,67.17,8.14158371481774,67,12,0,0,0,0,0.986404707411014
0.014,Inf,">=65",4,0.594662279075014,0.224355284932729,97.878,338.365,0.0112434116517933,0.0112434116517933,0.0207526519367148,0.0174394691377913,0.0174517282712746,0.0172738174497739,0.884,1076.268,817.429,22.0521031707693,818,31,62.439,7.94817290026157,62,11,196.4,13.0338744002649,196,17.25,258.839,14.9731517815814,259,20,0,0,0,0,0.989805547122027
0.014,Inf,">=65",7,0.594662279075014,0.224355284932729,97.878,338.365,0.0217413993744355,0.0217413993744355,0.034114352618576,0.0262879413683214,0.0263019467003122,0.0269519801145969,0.875,1076.268,640.025,20.9098444900147,641,28,97.878,9.75429455482365,98,14,338.365,16.3552214374575,338,21,436.243,17.9378850124177,436,23.25,0,0,0,0,1.02471427007633
0.014,Inf,"Overall",1,0.712399,0.289934097348613,166.77,408.432,0.00142779205790746,0.00142779205790746,0.00504283700819597,0.00483504119806553,0.00483890793057358,0.00475085377867986,0.923,2000,1913.475,9.21402589931639,1913,13,27.983,5.40258261379675,28,8,58.542,7.3657647593777,58,9,86.525,9.21402589931639,87,13,0,0,0,0,0.981802887519853
0.014,Inf,"Overall",4,0.712399,0.289934097348613,166.77,408.432,0.00692676247254623,0.00692676247254623,0.0126226793391575,0.010547866347824,0.0105576256235446,0.0102995603917377,0.878,2000,1663.612,17.0716401349401,1664,23,102.916,10.2131901604373,102,13,233.472,14.1466371743727,234,19,336.388,17.0716401349401,336,23,0,0,0,0,0.975556508536215
0.014,Inf,"Overall",7,0.712399,0.289934097348613,166.77,408.432,0.0130195165738417,0.0130195165738417,0.0199960783901211,0.0151528770956859,0.0151843967635333,0.0156977973772046,0.864,2000,1424.798,19.3748956792697,1425,25,166.77,12.3078260705367,166.5,17,408.432,17.5531618089018,408.5,23,575.202,19.3748956792697,575,25,0,0,0,0,1.03381106419086
0.019,Inf,"<65",1,0.825246031048904,0.572790200718292,92.466,68.978,0.0002575806189106,0.0002575806189106,0.00511003721123485,0.00510522827846211,0.00510609486101621,0.00514858343710742,0.939,923.732,900.714,21.9952721282551,901,30,14.346,3.79060056622333,14,5,8.672,2.91563319313608,8,4,23.018,4.74638854332473,23,6,0,0,0,0,1.00832114898914
0.019,Inf,"<65",4,0.825246031048904,0.572790200718292,92.466,68.978,0.00188166186807919,0.00188166186807919,0.010620909426257,0.0104571851383972,0.0104581278483802,0.0102484055476429,0.936,923.732,832.398,21.7894096839353,832,31,54.589,7.43325852720947,54,10,36.745,5.92072884280559,37,8,91.334,9.61076536030356,91,13,0,0,0,0,0.979946477631775
0.019,Inf,"<65",7,0.825246031048904,0.572790200718292,92.466,68.978,0.00242823551659725,0.00242823551659725,0.0142293107035282,0.0140325904574921,0.0140276059647604,0.013618692765464,0.934,923.732,762.288,21.3444287963075,762,29,92.466,9.60338841602635,92,13,68.978,8.36142508364629,69,12,161.444,12.7426543247174,161,17,0,0,0,0,0.970849395091106
0.019,Inf,">=65",1,0.571186477612361,0.282269163443532,130.281,331.228,0.00237682880461888,0.00237682880461888,0.00855092893333104,0.00821444675176517,0.00821806589554229,0.00813884178489015,0.925,1076.268,1003.044,22.5646011536926,1003,30,23.538,4.97466614993442,23,7,49.686,6.82935165620017,49.5,9,73.224,8.4339169402452,73,12,0,0,0,0,0.990359762058477
0.019,Inf,">=65",4,0.571186477612361,0.282269163443532,130.281,331.228,0.0106713140123356,0.0106713140123356,0.0205899292896486,0.0175949042981408,0.0176175657804047,0.0176221556189899,0.893,1076.268,798.325,21.9223165510163,798,32,83.98,9.02624357488059,84,12,193.963,12.9829190549424,194,18,277.943,15.2381085096199,278,21,0,0,0,0,1.00026052626352
0.019,Inf,">=65",7,0.571186477612361,0.282269163443532,130.281,331.228,0.0206726888491225,0.0206726888491225,0.0335391912852544,0.0264137863628092,0.0264237677729648,0.0269274440091111,0.88,1076.268,614.759,20.6982447646252,615,27.25,130.281,11.3027337751002,130,15,331.228,16.2068713414613,331,22,461.509,18.3250573457964,461,24,0,0,0,0,1.01906148436037
0.019,Inf,"Overall",1,0.6885235,0.357555279621506,222.747,400.206,0.00139848766490554,0.00139848766490554,0.00525270057074845,0.0050601685686121,0.0050656447065839,0.00499338894706392,0.928,2000,1903.758,9.64906941318905,1904,13.25,37.884,6.25825133002101,38,8,58.358,7.36383473891573,58,10,96.242,9.64906941318905,96,13.25,0,0,0,0,0.985736117768768
0.019,Inf,"Overall",4,0.6885235,0.357555279621506,222.747,400.206,0.00662698790399902,0.00662698790399902,0.0126162495768942,0.0107208366500911,0.0107409567944198,0.010624433743289,0.882,2000,1630.723,17.3996269505417,1631,23,138.569,11.5804726305253,138,15,230.708,14.0478495891036,231,18,369.277,17.3996269505417,369,23,0,0,0,0,0.989151520356987
0.019,Inf,"Overall",7,0.6885235,0.357555279621506,222.747,400.206,0.012289445190682,0.012289445190682,0.0196379672149423,0.0152892777443018,0.0153249517907157,0.0158500187985821,0.878,2000,1377.047,19.9181204565723,1377,25,222.747,14.073274247596,222,19,400.206,17.3591158445038,400,22,622.953,19.9181204565723,623,25,0,0,0,0,1.03426222901298
0.03,Inf,"<65",1,0.774824258631828,0.679751803817505,141.392,66.631,0.000222094528429947,0.000222094528429947,0.00597030926295434,0.00596940323006193,0.00596916222039352,0.00597451715825228,0.937,923.732,892.545,22.0291910940974,893,29,22.557,4.70583636518482,22,7,8.63,2.90543310739407,8,4,31.187,5.5588606685122,31,8,0,0,0,0,1.00089710040723
0.03,Inf,"<65",4,0.774824258631828,0.679751803817505,141.392,66.631,0.00153333793821453,0.00153333793821453,0.012050451467869,0.011966057151482,0.0119584806981199,0.0115949643301889,0.941,923.732,802.5,21.6101596245608,803,31,85.184,9.23186716603805,85,12,36.048,5.88747470129243,36,8,121.232,11.1420968548259,121,15,0,0,0,0,0.969601793312412
0.03,Inf,"<65",7,0.774824258631828,0.679751803817505,141.392,66.631,0.00256101336014235,0.00256101336014235,0.0152760702907095,0.0150823404176944,0.0150674005938824,0.0149758751464603,0.945,923.732,715.709,20.8655623142702,715,28,141.392,11.6280500320367,141,16,66.631,8.26844642035045,67,11,208.023,14.0567443977282,208,18,0,0,0,0,0.993925598058419
0.03,Inf,">=65",1,0.522948576386932,0.384200506580271,197.257,316.167,0.00217154557448454,0.00217154557448454,0.00927175012770134,0.00901214485617064,0.00901837409513412,0.00877221981204819,0.94,1076.268,989.886,22.6050435078544,991,30.25,37.031,6.28980131646466,37,8,49.351,6.80250491165373,49,9,86.382,9.2730828782054,86,12,0,0,0,0,0.972705248142373
0.03,Inf,">=65",4,0.522948576386932,0.384200506580271,197.257,316.167,0.010335575981785,0.010335575981785,0.0212525379431682,0.0185617562747875,0.0185793280174536,0.0182387954493727,0.899,1076.268,758.6,21.8104492318635,759,30.25,128.93,11.127574889567,129,15,188.738,12.8662697351212,189,18,317.668,16.4271003413757,317,23,0,0,0,0,0.981671427095698
0.03,Inf,">=65",7,0.522948576386932,0.384200506580271,197.257,316.167,0.0189061044790627,0.0189061044790627,0.0323055096397382,0.0262001116534135,0.0262086256520359,0.0267275122085693,0.891,1076.268,562.844,20.1194546759214,563,28,197.257,13.1192631678028,197,17,316.167,15.9524164498859,316,21,513.424,18.8794771818146,513,25,0,0,0,0,1.01979831233513
0.03,Inf,"Overall",1,0.6392765,0.469402720133975,338.649,382.798,0.00126916063589453,0.00126916063589453,0.00585203392318175,0.00570864975060817,0.00571561024903594,0.00547919926160844,0.931,2000,1882.431,10.9049602088755,1882,15,59.588,7.984861552589,59,11,57.981,7.35259815981396,58,10,117.569,10.9049602088755,118,15,0,0,0,0,0.958637664724012
0.03,Inf,"Overall",4,0.6392765,0.469402720133975,338.649,382.798,0.00626910862434465,0.00626910862434465,0.0130486749174354,0.0114306116227399,0.0114497725500782,0.0112222645453168,0.904,2000,1561.1,18.7234229393711,1561,25,214.114,13.8033161064845,214,18,224.786,13.9107049322352,225,18,438.9,18.7234229393711,439,25,0,0,0,0,0.980129910549197
0.03,Inf,"Overall",7,0.6392765,0.469402720133975,338.649,382.798,0.0113742480585715,0.0113742480585715,0.0192442976487533,0.0154928577664822,0.0155309588815267,0.0160560096895634,0.895,2000,1278.553,20.7420206928453,1278,28,338.649,16.4563243043399,338,22.25,382.798,17.2260248441691,383,23,721.447,20.7420206928453,722,28,0,0,0,0,1.03380672191858
0.04,Inf,"<65",1,0.731223360954353,0.739648757544743,183.637,64.66,0.000374251807962999,0.000374251807962999,0.00664091552873895,0.00663071184791493,0.00663367924642328,0.00660597338888922,0.93,923.732,885.352,22.0091457921133,885.5,30,29.783,5.43502074057224,29,7,8.597,2.89879181625621,8,4,38.38,6.18496999619674,38,9,0,0,0,0,0.995823455354885
0.04,Inf,"<65",4,0.731223360954353,0.739648757544743,183.637,64.66,0.00125521007762785,0.00125521007762785,0.0129597761428315,0.0129184566840321,0.012905300931224,0.0125777804585193,0.936,923.732,776.28,21.3009701969495,776,30,111.999,10.7410599742004,112,15,35.453,5.84499400811968,35,8.25,147.452,12.2194521567463,148,17,0,0,0,0,0.974621244831862
0.04,Inf,"<65",7,0.731223360954353,0.739648757544743,183.637,64.66,0.00214791651324099,0.00214791651324099,0.0161698052859905,0.0160509823586462,0.0160345303580365,0.0158913945691137,0.941,923.732,675.435,20.6762008183389,675,29,183.637,13.11744252125,183,17,64.66,8.29416621446624,65,11,248.297,15.1911013610127,248,20,0,0,0,0,0.991073278373193
0.04,Inf,">=65",1,0.482356863038508,0.455958477308145,254.028,303.083,0.00220165771650994,0.00220165771650994,0.00982605508027354,0.00957338384187397,0.00958101547840828,0.00928054267339289,0.928,1076.268,978.291,22.7184604990622,979,31,48.919,7.2141862662038,49,9,49.058,6.78577060345269,49,8.5,97.977,9.85787241998235,98,14,0,0,0,0,0.968638730863911
0.04,Inf,">=65",4,0.482356863038508,0.455958477308145,254.028,303.083,0.0096869460046476,0.0096869460046476,0.0211292885346548,0.0187747281842572,0.0187873061921525,0.0186712155092554,0.91,1076.268,723.965,21.5305675805433,723,31,168.088,12.5146663108879,168,18,184.215,12.7555273696731,184,17,352.303,16.9783820329399,352,24,0,0,0,0,0.993820791458352
0.04,Inf,">=65",7,0.482356863038508,0.455958477308145,254.028,303.083,0.0167982088021779,0.0167982088021779,0.0311838055377772,0.0262784384450992,0.0262857537404968,0.0264214744171641,0.886,1076.268,519.157,19.9294639801108,519,27.25,254.028,15.0430551919984,255,19,303.083,15.8400447606065,303,22,557.111,19.7037792800751,557,26,0,0,0,0,1.00516327886228
0.04,Inf,"Overall",1,0.597296,0.543395034784227,437.665,367.743,0.00135502175672352,0.00135502175672352,0.0062208821997772,0.00606419546531491,0.00607455278797416,0.00586534981409711,0.937,2000,1863.643,11.5937900173743,1864,16,78.702,9.0264429690035,78,11,57.655,7.33674333766711,57,9,136.357,11.5937900173743,136,16,0,0,0,0,0.965560761231476
0.04,Inf,"Overall",4,0.597296,0.543395034784227,437.665,367.743,0.00578126089584841,0.00578126089584841,0.013028120730813,0.0116620145505149,0.0116809844460303,0.01166183342849,0.909,2000,1500.245,19.2541345351251,1500,26,280.087,15.2998534802303,280,20,219.668,13.7843310967121,220,18,499.755,19.2541345351251,500,26,0,0,0,0,0.998360496272482
0.04,Inf,"Overall",7,0.597296,0.543395034784227,437.665,367.743,0.0100365573547188,0.0100365573547188,0.0189345905210316,0.0160161468530777,0.0160637566883815,0.0161314770933036,0.905,2000,1194.592,21.957724783722,1194,30,437.665,18.7866365460322,438,24,367.743,17.1634942985552,368,22,805.408,21.957724783722,806,30,0,0,0,0,1.00421572651004
0.055,Inf,"<65",1,0.67067833233646,0.797019240628192,242.446,61.777,0.000688449221477473,0.000688449221477473,0.00750848761176159,0.00747719510141934,0.00748060046177398,0.00742279265030317,0.933,923.732,874.758,22.0545196691707,875,29,40.432,6.33889245511845,40,9,8.542,2.88696563377027,8,4,48.974,6.9858518540065,49,10,0,0,0,0,0.992272303304232
0.055,Inf,"<65",4,0.67067833233646,0.797019240628192,242.446,61.777,0.00148823662948844,0.00148823662948844,0.0136926805188559,0.0136339760356192,0.0136183740453015,0.0137345122635677,0.94,923.732,739.123,21.1472238385107,739,29,150.043,11.9303597801778,150,16,34.566,5.82078392706047,34,8,184.609,13.0450869408101,185,17,0,0,0,0,1.00852805319341
0.055,Inf,"<65",7,0.67067833233646,0.797019240628192,242.446,61.777,0.00188359699507009,0.00188359699507009,0.0170002843996935,0.0169129412221238,0.0169040669517763,0.0168421195262162,0.945,923.732,619.509,20.2237711597002,619,27,242.446,14.5671303037107,242,20,61.777,8.15866624117171,62,10.25,304.223,16.4581329785958,304,22,0,0,0,0,0.996335353750264
0.055,Inf,">=65",1,0.427987644866381,0.53731674991719,330.787,284.842,0.00231229949277706,0.00231229949277706,0.0103345953929346,0.0100669594606464,0.0100776332381691,0.00996073296155098,0.937,1076.268,961.234,22.6728759380742,962,30,66.416,8.17421321973936,66,11,48.618,6.76341776173998,49,9,115.034,10.4170705747518,115,14,0,0,0,0,0.988400026687278
0.055,Inf,">=65",4,0.427987644866381,0.53731674991719,330.787,284.842,0.00893444697624184,0.00893444697624184,0.0214106913893882,0.019441082058756,0.0194672118017882,0.0191231996162342,0.918,1076.268,675.065,21.525522598142,674,32,223.65,14.0860184550467,223,19,177.553,12.5014990492532,178,18,401.203,17.7178360053567,400,24.5,0,0,0,0,0.982328636013384
0.055,Inf,">=65",7,0.427987644866381,0.53731674991719,330.787,284.842,0.0151346974978407,0.0151346974978407,0.0296490145282596,0.0254792524461352,0.0255079526774612,0.0257703979892495,0.907,1076.268,460.639,18.9268302656283,461,26,330.787,16.3364166667452,331,22,284.842,15.4006563566692,285,21,615.629,20.2183119755122,616,27,0,0,0,0,1.01028876425744
0.055,Inf,"Overall",1,0.540074,0.62318923163461,573.233,346.619,0.00155923678390616,0.00155923678390616,0.00674879195086231,0.00655734273170369,0.0065694848792974,0.00637806885109374,0.942,2000,1835.992,12.5699618113954,1836,17,106.848,10.3196604300428,107,15,57.16,7.30176113795266,57,10,164.008,12.5699618113954,164,17,0,0,0,0,0.97086285580672
0.055,Inf,"Overall",4,0.540074,0.62318923163461,573.233,346.619,0.00548464100931105,0.00548464100931105,0.0133215450653486,0.0121224543620529,0.012146184822109,0.0121649775735455,0.928,2000,1414.188,20.0766463267082,1414,27,373.693,17.3090251993968,374,23,212.119,13.6049231138192,212,17,585.812,20.0766463267082,586,27,0,0,0,0,1.00154721434852
0.055,Inf,"Overall",7,0.540074,0.62318923163461,573.233,346.619,0.0089985735311006,0.0089985735311006,0.018160718658614,0.0157306868071442,0.0157824732873454,0.0160704252070717,0.914,2000,1080.148,21.9174010427438,1080,29,573.233,19.6269184266641,573,26,346.619,16.8185820955187,347,22,919.852,21.9174010427438,920,29,0,0,0,0,1.01824504401076
0.07,Inf,"<65",1,0.615171852439451,0.833777214784024,296.37,59.118,0.000705656337992949,0.000705656337992949,0.00824458475737663,0.00821304755143422,0.00821844083290386,0.00814929091247099,0.94,923.732,864.024,21.9209934527145,864,30,51.228,7.1899729979821,51,10,8.48,2.87747804159821,8,4,59.708,7.72945538058669,60,11,0,0,0,0,0.991586004956559
0.07,Inf,"<65",4,0.615171852439451,0.833777214784024,296.37,59.118,0.00106394902120677,0.00106394902120677,0.0147411368933378,0.0147211851103319,0.0147100480931675,0.0146418074835217,0.946,923.732,703.191,20.9563280821495,703,29,186.833,13.2072534064635,187,17.25,33.708,5.75063525237046,33,8,220.541,14.2865119404081,221,19,0,0,0,0,0.995360952648583
